Unnamed: 0,md_area,idnum,poi_classes,pop10,block_prop_pop,road_length,num_poi,lon,lat,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE,BLOCKID10.ss,geocode.b,geocode.bg,geocode.t,GEOID10,GEOID,NAME,FIPS,popACS,State,pop2010,area_km2,popPrcCounty,prc.latino.std,dens.cvap.std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,dens.work.std,popDens.std,rate.vbm.std,rate.hisvbm.std,rate.aisvbm.std,rate.yousvbm.std,prc.ElNonReg.std,dens.poll.std,LEP_flag,CarAccess_flag,disab_flag,BelowPoverty_flag,youth_flag,Latino_flag,cvapDens_flag,ElNonReg_flag,BLOCKID10.ind,center_score,droppoff_score,geometry,lks_data,fire_station,library,town_hall,public_building,school,community_centre,arts_centre,college,university,near_node,center_score_cost_adjustment,dropbox_cost_adjustment
821,6.78215439580195e-05,892,"['school', 'fire_station', 'public_building']",1831,1363,0.13748536078441198,3.0,-75.8829709322105,40.3291618721801,42,11,12200,1016,420110122001016,420110122001016,420110122001,42011012200,420110122001016,42011012200,Census Tract 122 Berks County Pennsylvania,42011,3212,PA,93,0.0215047106953021,0.00022603428915861801,0.765272093375777,0.186903137789904,0.8494012429892379,0.6577989995452479,0.827952099439139,0.37532211611338506,0.5042443534940121,0.0,0.859254206457481,1.0,1.0,1.0,1.0,0.868197665605578,0.0,0,0,0,0,0,0,0,0,420110122001016,0.722349173866909,0.7117477099980509,POINT (-75.8829709322105 40.3291618721801),1,1,0,0,1,1,0,0,0,0,136224863,0.5,0.5
822,6.782129987260101e-05,893,,1326,389,0.081809477524057,,-75.87355951372379,40.3289151233161,42,11,12101,1015,420110121011015,420110121011015,420110121011,42011012101,420110121011015,42011012101,Census Tract 121.01 Berks County Pennsylvania,42011,2060,PA,3,0.0690311435153997,7.29142868253606e-06,0.5781415795058361,0.0447172957404881,0.6788691829619521,0.383659239048052,0.667803547066849,0.69721085341822,0.8240109140518421,0.909504320145521,0.31468849477035,0.520615431256632,1.0,0.338638775200849,0.617932393512203,0.45983022586024,0.899196604517205,1,0,0,0,0,0,0,0,420110121011015,0.6088562983174169,0.6197244959830229,POINT (-75.87355951372379 40.3289151233161),0,0,0,0,0,0,0,0,0,0,136186514,0.5,0.5
823,6.78210550544327e-05,894,['post_office'],1200,460,0.0607122791564667,1.0,-75.86414816199971,40.328667630862,42,11,12101,1000,420110121011000,420110121011000,420110121011,42011012101,420110121011000,42011012101,Census Tract 121.01 Berks County Pennsylvania,42011,2060,PA,86,0.5398906786184721,0.00020902095556603402,0.5781415795058361,0.0447172957404881,0.6788691829619521,0.383659239048052,0.667803547066849,0.69721085341822,0.8240109140518421,0.904274670304684,0.4185993633469761,0.520615431256632,1.0,0.338638775200849,0.617932393512203,0.45983022586024,0.995149310292557,1,0,0,0,0,0,0,0,420110121011000,0.6262505684402,0.636354944888369,POINT (-75.86414816199971 40.328667630862),1,0,0,0,0,0,0,0,0,0,136343212,0.5,0.5
825,6.78205632206705e-05,896,"['school', 'school']",1173,329,0.0587225614909655,2.0,-75.8453256596395,40.32817041521579,42,11,12104,2018,420110121042018,420110121042018,420110121042,42011012104,420110121042018,42011012104,Census Tract 121.04 Berks County Pennsylvania,42011,3210,PA,250,1.1529530111871698,0.000607619056878005,0.613309079884796,0.211838714567228,0.28194633924511103,0.628619069273912,0.6714415643474311,0.8118841897832351,0.47407912687585296,0.8206002728512959,0.4408064271638621,0.0912536001212673,1.0,1.0,0.63127179020767,0.38464453539487603,0.985068970744278,0,0,0,0,0,1,0,0,420110121042018,0.588576246778839,0.605842265965049,POINT (-75.8453256596395 40.32817041521579),0,0,0,0,0,1,0,0,0,0,136361636,0.5,0.5
837,6.78175507078548e-05,908,,265,46,0.0340004661868693,,-75.7323963600081,40.3251246640963,42,11,13000,4088,420110130004088,420110130004088,420110130004,42011013000,420110130004088,42011013000,Census Tract 130 Berks County Pennsylvania,42011,6788,PA,9,1.00899244867063,2.18742860476082e-05,0.19789298165833,0.692511747764135,0.41784144308018795,0.185614673336365,0.0428982871001971,0.661891768985903,0.0428224950735183,0.9003334849173871,0.250189480066697,0.614597544338336,1.0,1.0,0.31226314991662896,0.40366833409125397,0.9488403819918141,1,0,0,0,0,1,0,0,420110130004088,0.500396013339397,0.514391823123065,POINT (-75.7323963600081 40.3251246640963),1,0,0,0,0,0,0,0,0,0,2410398709,1.0,1.0
868,6.7831303273312e-05,942,['supermarket'],1791,875,0.143440708506862,1.0,-75.98618938923521,40.3390251612656,42,11,11000,1014,420110110001014,420110110001014,420110110001,42011011000,420110110001014,42011011000,Census Tract 110 Berks County Pennsylvania,42011,4463,PA,52,0.0386515835120057,0.000126384763830625,0.721767470062149,0.397983932090344,0.34477792936183105,0.40260724571775,0.379035925420646,0.27739881764438395,0.622783083219645,0.743519781718963,0.616340760951948,1.0,1.0,1.0,1.0,0.924207973321207,0.0,1,0,0,0,0,0,0,0,420110110001014,0.68154085190238,0.681270166092813,POINT (-75.98618938923521 40.3390251612656),1,0,0,0,0,0,0,0,0,0,136202666,0.5,0.5
869,6.78310671374702e-05,943,"['school', 'cafe', 'supermarket']",1480,672,0.159954496718863,3.0,-75.9767762781005,40.3387865673631,42,11,11000,1001,420110110001001,420110110001001,420110110001,42011011000,420110110001001,42011011000,Census Tract 110 Berks County Pennsylvania,42011,4463,PA,150,0.0607821278461693,0.000364571434126803,0.721767470062149,0.397983932090344,0.34477792936183105,0.40260724571775,0.379035925420646,0.27739881764438395,0.622783083219645,0.8688040018190091,0.760194027588298,1.0,1.0,1.0,1.0,0.924207973321207,0.0,1,0,0,0,0,0,0,0,420110110001001,0.708918826739427,0.710527404231361,POINT (-75.9767762781005 40.3387865673631),1,0,0,0,0,1,0,0,0,0,4334212690,0.5,0.5
872,6.78303543299412e-05,946,"['library', 'school', 'kindergarten', 'police']",1864,1495,0.21764196661691693,4.0,-75.9485373329773,40.338066323157705,42,11,11200,2012,420110112002012,420110112002012,420110112002,42011011200,420110112002012,42011011200,Census Tract 112 Berks County Pennsylvania,42011,4215,PA,0,0.0021109309975802897,0.0,0.782704259511899,0.423829013187813,0.470137941488555,0.7567833863877521,0.7351826587842959,0.384871911474913,0.8959375473700171,0.0,0.0,0.41731089889343603,0.0704107927845991,0.377899045020464,1.0,0.3621343034712751,0.4441412763377289,0,0,0,0,0,0,0,0,420110112002012,0.4305290283462179,0.425598540462115,POINT (-75.9485373329773 40.3380663231577),0,0,1,0,0,1,0,0,0,0,136231705,1.25,1.25
874,6.782987545920589e-05,948,"['school', 'police']",3764,3283,0.18139336059248892,2.0,-75.9297116951328,40.33758244168421,42,11,100,4003,420110001004003,420110001004003,420110001004,42011000100,420110001004003,42011000100,Census Tract 1 Berks County Pennsylvania,42011,4707,PA,145,0.0135430834376179,0.000352419052989243,0.882143398514476,0.391465817795968,0.7273002880097009,0.9560406245263,0.9892375322116108,0.993557677732303,1.0,0.9577080491132328,0.9383052902834621,0.594057905108383,1.0,0.46740942852811895,1.0,0.531681067151736,0.8354555100803399,0,0,0,0,0,0,0,0,420110001004003,0.8445467636804609,0.866055566382988,POINT (-75.9297116951328 40.33758244168421),1,0,0,0,0,1,0,0,0,0,136486300,0.5,0.5
875,6.78296349242288e-05,949,"['school', 'school', 'school', 'community_centre']",6642,5870,0.169801871826922,4.0,-75.9202989744827,40.33733938537,42,11,100,2000,420110001002000,420110001002000,420110001002,42011000100,420110001002000,42011000100,Census Tract 1 Berks County Pennsylvania,42011,4707,PA,92,0.00681471271436662,0.000223603812931106,0.882143398514476,0.391465817795968,0.7273002880097009,0.9560406245263,0.9892375322116108,0.993557677732303,1.0,0.943686524177657,0.957556465059876,0.169698347733818,1.0,0.313703198423526,1.0,0.531681067151736,0.8703956343792629,0,0,0,0,0,0,0,0,420110001002000,0.78691829619524,0.809065105350917,POINT (-75.92029897448271 40.33733938537),1,0,0,0,0,1,1,0,0,0,136486314,0.5,0.5
877,6.782915165521422e-05,951,['school'],503,160,0.059708270283672996,1.0,-75.9014737307285,40.336851041626396,42,11,1800,1030,420110018001030,420110018001030,420110018001,42011001800,420110018001030,42011001800,Census Tract 18 Berks County Pennsylvania,42011,2506,PA,56,0.104764659353763,0.000136106668740673,0.8447779293618309,0.0925420645748067,0.8175685917841441,0.7497347279066241,0.8650144004850692,0.861679551311202,0.9283007427618608,0.0,0.507200242534485,0.646278611490071,1.0,0.479157192663332,0.446869789298166,0.0,0.892981658329544,1,0,0,0,0,0,0,1,420110018001030,0.614946187661058,0.626336159293185,POINT (-75.9014737307285 40.3368510416264),0,0,0,0,0,1,0,0,0,0,136237655,0.5,0.5
879,6.782866545414711e-05,953,['school'],2255,1442,0.134485081285652,1.0,-75.8826487517038,40.336359723115294,42,11,12300,3018,420110123003018,420110123003018,420110123003,42011012300,420110123003018,42011012300,Census Tract 123 Berks County Pennsylvania,42011,4528,PA,60,0.0148469221016467,0.000145828573650721,0.680309231468849,0.41094436865241796,0.256631802334394,0.736850083371229,0.569046536304381,0.46521145975443395,0.704941640139457,0.743519781718963,0.850462331362741,0.5324389874185239,1.0,0.485296346824314,0.140139457329089,0.5381991814461121,0.605729877216917,0,0,0,0,0,0,0,0,420110123003018,0.609754433833561,0.615155590203339,POINT (-75.8826487517038 40.33635972311529),1,0,0,0,0,1,0,0,0,0,136288559,0.5,0.5
881,6.78281763217528e-05,955,['school'],854,252,0.013043169532701,1.0,-75.86382403901091,40.3358654299008,42,11,12104,2009,420110121042009,420110121042009,420110121042,42011012104,420110121042009,42011012104,Census Tract 121.04 Berks County Pennsylvania,42011,3210,PA,424,2.46782498210719,0.0010305219204651,0.613309079884796,0.211838714567228,0.28194633924511103,0.628619069273912,0.6714415643474311,0.8118841897832351,0.47407912687585296,0.9646051235410028,0.424586933454601,0.482113081703805,1.0,0.445505532817948,0.63566772775504,0.38464453539487603,0.9998484159466422,0,0,0,0,0,1,0,0,420110121042009,0.619550553281795,0.642897691591416,POINT (-75.86382403901091 40.3358654299008),0,0,0,0,0,1,0,0,0,0,136148980,0.5,0.5
903,6.78220781756166e-05,979,"['fire_station', 'library']",2009,1204,0.133131738176054,2.0,-75.6379488435459,40.3297019082535,42,11,13200,2031,420110132002031,420110132002031,420110132002,42011013200,420110132002031,42011013200,Census Tract 132 Berks County Pennsylvania,42011,4058,PA,5,0.00139346456146985,1.21523811375601e-05,0.0366075488858572,0.353115052296498,0.24351978171896305,0.357965742003941,0.7551159618008191,0.648779748370471,0.8731241473397,0.0,0.832120660906473,0.712445050780658,1.0,1.0,0.5710171289980289,0.518569046536304,0.364635440351675,1,0,0,1,0,1,0,0,420110132002031,0.588945732908898,0.5875652894172679,POINT (-75.6379488435459 40.3297019082535),1,1,1,0,0,0,0,0,0,0,136210029,0.5,0.75
904,6.78218149335219e-05,980,"['school', 'school']",1572,1255,0.124752278034658,2.0,-75.6285382552262,40.3294358007955,42,11,13200,2048,420110132002048,420110132002048,420110132002,42011013200,420110132002048,42011013200,Census Tract 132 Berks County Pennsylvania,42011,4058,PA,51,0.00960067722993344,0.000123954287603113,0.0366075488858572,0.353115052296498,0.24351978171896305,0.357965742003941,0.7551159618008191,0.648779748370471,0.8731241473397,0.0,0.88381082310141,0.712445050780658,1.0,1.0,0.5710171289980289,0.518569046536304,0.728134000303168,1,0,0,1,0,1,0,0,420110132002048,0.61358193118084,0.6096050694038421,POINT (-75.6285382552262 40.3294358007955),0,0,0,0,0,1,0,0,0,0,136487327,0.5,0.5
910,6.784233252353112e-05,988,,750,291,0.026713724264467005,,-76.1459269268091,40.3501660120534,42,11,10500,4012,420110105004012,420110105004012,420110105004,42011010500,420110105004012,42011010500,Census Tract 105 Berks County Pennsylvania,42011,6620,PA,221,0.42270231566471994,0.000537135246280156,0.37721691678035496,0.648703956343793,0.646127027436714,0.0475216007276035,0.505153857814158,0.8418220403213579,0.3652417765651049,0.743519781718963,0.505381233894194,1.0,1.0,1.0,1.0,0.96233136274064,0.0,1,0,0,0,0,0,0,0,420110105004012,0.6774992420797329,0.6803905454860429,POINT (-76.1459269268091 40.3501660120534),1,0,0,0,0,0,0,0,0,0,3348017499,0.5,0.5
911,6.784210875303641e-05,989,['fire_station'],1539,880,0.0860124724477802,1.0,-76.1365117764675,40.3499400394117,42,11,10500,4002,420110105004002,420110105004002,420110105004,42011010500,420110105004002,42011010500,Census Tract 105 Berks County Pennsylvania,42011,6620,PA,110,0.0972641715610568,0.000267352385026322,0.37721691678035496,0.648703956343793,0.646127027436714,0.0475216007276035,0.505153857814158,0.8418220403213579,0.3652417765651049,0.996513566772775,0.588373503107473,1.0,1.0,1.0,1.0,0.96233136274064,0.0,1,0,0,0,0,0,0,0,420110105004002,0.7068478096104291,0.7135340197925459,POINT (-76.1365117764675 40.3499400394117),1,1,0,0,0,0,0,0,0,0,136166900,0.5,0.5
912,6.784188424829979e-05,990,,780,306,0.0767899234169572,,-76.1270966873179,40.3497133228086,42,11,10500,3049,420110105003049,420110105003049,420110105003,42011010500,420110105003049,42011010500,Census Tract 105 Berks County Pennsylvania,42011,6620,PA,22,0.0485404895090275,5.34704770052644e-05,0.37721691678035496,0.648703956343793,0.646127027436714,0.0475216007276035,0.505153857814158,0.8418220403213579,0.3652417765651049,0.0,0.49401242989237504,1.0,1.0,1.0,1.0,0.96233136274064,0.0,1,0,0,0,0,0,0,0,420110105003049,0.620314157950584,0.612052664631109,POINT (-76.1270966873179 40.3497133228086),0,0,0,0,0,0,0,0,0,0,136420215,0.5,0.5
913,6.78416590090756e-05,991,['school'],253,23,0.0395455100694282,1.0,-76.1176816595608,40.3494858622514,42,11,10500,3044,420110105003044,420110105003044,420110105003,42011010500,420110105003044,42011010500,Census Tract 105 Berks County Pennsylvania,42011,6620,PA,2,0.43257147299204796,4.86095245502404e-06,0.37721691678035496,0.648703956343793,0.646127027436714,0.0475216007276035,0.505153857814158,0.8418220403213579,0.3652417765651049,0.8206002728512959,0.244656662119145,1.0,1.0,1.0,1.0,0.96233136274064,0.0,1,0,0,0,0,0,0,0,420110105003044,0.650689707442777,0.654737218216072,POINT (-76.1176816595608 40.3494858622514),0,0,0,0,0,1,0,0,0,0,136138004,0.5,0.5
931,6.78374792137464e-05,1009,"['school', 'kindergarten', 'library']",389,150,0.0713569567529027,3.0,-75.9482218866234,40.3452643646426,42,11,1100,2003,420110011002003,420110011002003,420110011002,42011001100,420110011002003,42011001100,Census Tract 11 Berks County Pennsylvania,42011,3953,PA,0,0.12059771084786199,0.0,0.968015764741549,0.163634985599515,0.875397908140064,0.982719417917235,0.9373199939366379,0.872972563286342,0.907382143398515,0.966878884341367,0.0,0.685159921176292,1.0,0.44110959527057797,0.629301197514021,0.100803395482795,0.9862816431711379,0,0,0,0,0,0,0,0,420110011002003,0.682871001970593,0.7098696377141122,POINT (-75.9482218866234 40.3452643646426),1,0,1,0,0,1,0,0,0,0,136152306,0.5,0.5
932,6.783724003284399e-05,1010,"['school', 'school', 'school', 'kindergarten', 'library']",8208,6890,0.20668066769705198,5.0,-75.93880806341569,40.3450227703934,42,11,1100,1033,420110011001033,420110011001033,420110011001,42011001100,420110011001033,42011001100,Census Tract 11 Berks County Pennsylvania,42011,3953,PA,129,0.00403167074282002,0.00031353143334905,0.968015764741549,0.163634985599515,0.875397908140064,0.982719417917235,0.9373199939366379,0.872972563286342,0.907382143398515,0.0,0.9990147036531758,0.7370774594512659,1.0,0.31908443231772,0.593072608761558,0.100803395482795,0.67273002880097,0,0,0,0,0,0,0,0,420110011001033,0.7172256328634229,0.7322889192056992,POINT (-75.93880806341569 40.3450227703934),1,0,1,0,0,1,0,0,0,0,136159456,0.5,0.5
933,6.78370001185453e-05,1011,['school'],5409,3896,0.150737548667802,1.0,-75.92939430560959,40.344780432342894,42,11,900,1027,420110009001027,420110009001027,420110009001,42011000900,420110009001027,42011000900,Census Tract 9 Berks County Pennsylvania,42011,2467,PA,2,0.0010766537407934699,4.86095245502404e-06,0.878353797180537,0.0526754585417614,0.628315901167197,0.864408064271639,0.888055176595422,0.9391390025769292,0.8997271487039559,0.800363801728058,0.691147491283917,0.630589661967561,1.0,0.502728512960437,1.0,0.311505229649841,0.39085948158253797,0,0,0,0,0,0,0,0,420110009001027,0.7432753524329241,0.772406775807185,POINT (-75.92939430560959 40.34478043234289),1,0,0,0,0,1,0,0,0,0,136487838,0.5,0.5
934,6.78367594712868e-05,1012,"['school', 'school', 'school']",7790,6040,0.16748848603592498,3.0,-75.9199806134053,40.344537350499,42,11,1400,3007,420110014003007,420110014003007,420110014003,42011001400,420110014003007,42011001400,Census Tract 14 Berks County Pennsylvania,42011,3946,PA,162,0.0258241713836552,0.000393737148856947,0.979990904956799,0.171289980294073,0.946263453084735,0.994694558132484,0.963089283007428,0.980066696983477,0.983174170077308,0.974609671062604,0.899802940730635,0.7937698954070028,1.0,0.435879945429741,1.0,0.4634682431408221,0.94535394876459,0,0,0,0,0,0,0,0,420110014003007,0.8803471274821891,0.9021636999501941,POINT (-75.9199806134053 40.344537350499),1,0,0,0,0,1,0,0,0,0,136487874,0.5,0.5
935,6.78365180902424e-05,1013,"['school', 'school', 'school', 'school', 'school']",4969,4147,0.13527584944946305,5.0,-75.91056698700329,40.3442935248694,42,11,1500,2023,420110015002023,420110015002023,420110015002,42011001500,420110015002023,42011001500,Census Tract 15 Berks County Pennsylvania,42011,3955,PA,0,0.0133719713061303,0.0,0.985372138850993,0.12634530847354902,0.91897832348037,0.890404729422465,0.9576322570865552,0.9557374564195849,0.970895861755343,0.0,0.0,0.627330604820373,1.0,0.5201606790965589,1.0,0.771259663483402,0.8006669698347729,0,0,0,0,0,0,0,0,420110015002023,0.682406775807185,0.6784962320535309,POINT (-75.91056698700329 40.3442935248694),1,0,0,0,0,1,0,0,0,0,136487885,0.5,0.5
940,6.78353001862114e-05,1018,['school'],1464,486,0.0437207383586341,1.0,-75.8634998490388,40.3430632402173,42,11,12104,2006,420110121042006,420110121042006,420110121042,42011012104,420110121042006,42011012104,Census Tract 121.04 Berks County Pennsylvania,42011,3210,PA,91,0.4573387936537841,0.000221173336703594,0.613309079884796,0.211838714567228,0.28194633924511103,0.628619069273912,0.6714415643474311,0.8118841897832351,0.47407912687585296,0.743519781718963,0.4355009852963471,0.482113081703805,1.0,0.445505532817948,0.63566772775504,0.38464453539487603,0.979687736850083,0,0,0,0,0,1,0,0,420110121042006,0.603325375170532,0.6235002382035121,POINT (-75.8634998490388 40.3430632402173),0,0,0,0,0,1,0,0,0,0,136555222,0.5,0.5
966,6.785057063683421e-05,1047,['school'],639,157,0.0273661553087872,1.0,-76.19271335140941,40.3584834011864,42,11,10500,3069,420110105003069,420110105003069,420110105003,42011010500,420110105003069,42011010500,Census Tract 105 Berks County Pennsylvania,42011,6620,PA,2,0.434532756414856,4.86095245502404e-06,0.37721691678035496,0.648703956343793,0.646127027436714,0.0475216007276035,0.505153857814158,0.8418220403213579,0.3652417765651049,0.0,0.244505078065787,1.0,1.0,1.0,1.0,0.96233136274064,0.0,1,0,0,0,0,0,0,0,420110105003069,0.58912573897226,0.580864245652786,POINT (-76.19271335140941 40.3584834011864),0,0,0,0,0,1,0,0,0,0,136209179,0.5,0.75
967,6.785035043436502e-05,1048,['library'],865,406,0.037357271885850994,1.0,-76.18329692581541,40.3582611251033,42,11,10500,3056,420110105003056,420110105003056,420110105003,42011010500,420110105003056,42011010500,Census Tract 105 Berks County Pennsylvania,42011,6620,PA,9,0.48467079430272497,2.18742860476082e-05,0.37721691678035496,0.648703956343793,0.646127027436714,0.0475216007276035,0.505153857814158,0.8418220403213579,0.3652417765651049,0.9718053660754892,0.268076398362892,1.0,1.0,1.0,1.0,0.96233136274064,0.0,1,0,0,0,0,0,0,0,420110105003056,0.66495755646506,0.671273143636718,POINT (-76.18329692581541 40.3582611251033),1,0,1,0,0,0,0,0,0,0,136437062,0.5,0.5
968,6.785012949699549e-05,1049,['school'],329,62,0.0357536521312745,1.0,-76.1738805604293,40.3580381049443,42,11,10500,3073,420110105003073,420110105003073,420110105003,42011010500,420110105003073,42011010500,Census Tract 105 Berks County Pennsylvania,42011,6620,PA,0,0.077958746826075,0.0,0.37721691678035496,0.648703956343793,0.646127027436714,0.0475216007276035,0.505153857814158,0.8418220403213579,0.3652417765651049,0.9003334849173871,0.0,1.0,1.0,1.0,1.0,0.96233136274064,0.0,1,0,0,0,0,0,0,0,420110105003073,0.626087615582841,0.6313311245371271,POINT (-76.1738805604293 40.3580381049443),0,0,0,0,0,1,0,0,0,0,136383973,0.5,0.5
971,6.78494622780743e-05,1052,['public_building'],805,223,0.0355551091298661,1.0,-76.1456318275248,40.3573645800846,42,11,10500,5007,420110105005007,420110105005007,420110105005,42011010500,420110105005007,42011010500,Census Tract 105 Berks County Pennsylvania,42011,6620,PA,42,0.121139138880647,0.000102080001555505,0.37721691678035496,0.648703956343793,0.646127027436714,0.0475216007276035,0.505153857814158,0.8418220403213579,0.3652417765651049,0.9261785660148548,0.47460967106260404,1.0,1.0,1.0,1.0,0.96233136274064,0.0,1,0,0,0,0,0,0,0,420110105005007,0.687352205547976,0.6929833907187251,POINT (-76.1456318275248 40.3573645800846),1,0,0,0,1,0,0,0,0,0,136151584,0.5,0.5
972,6.78492384025885e-05,1053,['fire_station'],667,335,0.0406976603168249,1.0,-76.13621570497659,40.3571385836949,42,11,10500,5004,420110105005004,420110105005004,420110105005,42011010500,420110105005004,42011010500,Census Tract 105 Berks County Pennsylvania,42011,6620,PA,63,0.134805613383843,0.000153120002333257,0.37721691678035496,0.648703956343793,0.646127027436714,0.0475216007276035,0.505153857814158,0.8418220403213579,0.3652417765651049,0.0,0.496589358799454,1.0,1.0,1.0,1.0,0.96233136274064,0.0,1,0,0,0,0,0,0,0,420110105005004,0.620636274063968,0.612374780744494,POINT (-76.13621570497659 40.3571385836949),1,1,0,0,0,0,0,0,0,0,136264528,0.5,0.5
991,6.784484525470799e-05,1072,,2537,1362,0.120164173086525,,-75.95732123529241,40.352703293354296,42,11,200,3019,420110002003019,420110002003019,420110002003,42011000200,420110002003019,42011000200,Census Tract 2 Berks County Pennsylvania,42011,3778,PA,156,0.0624040031322506,0.000379154291491875,0.8982113081703811,0.24639987873275696,0.718887373048355,0.9129149613460659,0.9449749886311959,0.963392451114143,0.96543883583447,0.7750492648173409,0.7637562528422009,0.40260724571775103,1.0,0.274821888737305,0.436486281643171,0.27785356980445697,0.9621797786872821,0,0,0,0,0,0,0,0,420110002003019,0.711448385629832,0.7298027783191501,POINT (-75.95732123529241 40.3527032933543),0,0,0,0,0,0,0,0,0,0,4760962488,0.5,0.5
992,6.78446066959005e-05,1073,"['school', 'school', 'library']",2383,1421,0.13008532680337598,3.0,-75.9479063750682,40.352462417608706,42,11,200,2034,420110002002034,420110002002034,420110002002,42011000200,420110002002034,42011000200,Census Tract 2 Berks County Pennsylvania,42011,3778,PA,2,0.0237475516300322,4.86095245502404e-06,0.8982113081703811,0.24639987873275696,0.718887373048355,0.9129149613460659,0.9449749886311959,0.963392451114143,0.96543883583447,0.0,0.366454448991966,0.812111565863271,1.0,0.55025011368804,1.0,0.27785356980445697,0.748522055479764,0,0,0,0,0,0,0,0,420110002002034,0.7001970592693649,0.71493720089218,POINT (-75.9479063750682 40.35246241760871),1,0,1,0,0,1,0,0,0,0,136143655,0.5,0.5
993,6.78443674032111e-05,1074,"['school', 'school', 'library', 'school']",2783,1853,0.0973761727293951,4.0,-75.9384915800654,40.3522207979761,42,11,300,2039,420110003002039,420110003002039,420110003002,42011000300,420110003002039,42011000300,Census Tract 3 Berks County Pennsylvania,42011,2425,PA,105,0.101834331494599,0.000255200003888762,0.912460209185994,0.0075792026678793405,0.7521600727603459,0.895861755343338,0.9039715021979692,0.902834621797787,0.82037289677126,0.7750492648173409,0.574351978171896,1.0,1.0,1.0,1.0,0.181067151735637,0.0,0,0,0,0,0,0,0,0,420110003002039,0.772853190844323,0.804289612161372,POINT (-75.9384915800654 40.3522207979761),1,0,1,0,0,1,0,0,0,0,136265721,0.5,0.5
994,6.784412737679e-05,1075,"['school', 'school', 'school', 'school']",4750,3682,0.15001657072839,4.0,-75.9290768504844,40.3519784344643,42,11,400,1063,420110004001063,420110004001063,420110004001,42011000400,420110004001063,42011000400,Census Tract 4 Berks County Pennsylvania,42011,4009,PA,0,0.0103605979497721,0.0,0.8886615128088531,0.2368500833712289,0.886994088221919,0.9033651659845379,0.915795058359861,0.7734576322570871,0.921252084280734,0.0,0.0,0.549492193421252,1.0,0.33227224495983,0.713127179020767,0.5691981203577379,0.808852508716083,0,0,0,0,0,0,0,0,420110004001063,0.6033140063665301,0.601911691461487,POINT (-75.92907685048441 40.3519784344643),1,0,0,0,0,1,0,0,0,0,136049961,0.5,0.5
995,6.784388661658421e-05,1076,"['school', 'library']",6630,5301,0.13303280770281,2.0,-75.91966218652571,40.3517353270812,42,11,800,2015,420110008002015,420110008002015,420110008002,42011000800,420110008002015,42011000800,Census Tract 8 Berks County Pennsylvania,42011,4396,PA,73,0.008722030819054,0.000177424764608377,0.943989692284372,0.13180233439442202,0.665984538426557,0.9652114597544341,0.9684705169016221,0.7830074276186151,0.94345914809762,0.800363801728058,0.921176292254055,0.688949522510232,1.0,0.415264514173109,1.0,0.61808397756556,0.7591329392147951,0,0,0,0,0,0,0,0,420110008002015,0.82358079430044,0.838397540007363,POINT (-75.91966218652571 40.3517353270812),1,0,1,0,0,1,0,0,0,0,136376463,0.5,0.5
996,6.78436451223882e-05,1077,['library'],4055,2970,0.13612541999622801,1.0,-75.9102475883895,40.3514914758348,42,11,700,1026,420110007001026,420110007001026,420110007001,42011000700,420110007001026,42011000700,Census Tract 7 Berks County Pennsylvania,42011,4186,PA,0,0.0592433662459627,0.0,0.9320145520691221,0.20418371987266892,0.938608458390177,0.929134455055328,0.857359405790511,0.50939821130817,0.803547066848568,0.0,0.0,0.8068819160224341,1.0,0.551690162194937,1.0,0.31529483098378097,0.989768076398363,0,0,0,0,0,0,0,0,420110007001026,0.6360466878884339,0.641254574590182,POINT (-75.9102475883895 40.3514914758348),1,0,1,0,0,0,0,0,0,0,135964750,0.5,0.5
1032,6.78577035112046e-05,1115,"['school', 'fire_station', 'fire_station', 'library', 'supermarket', 'post_office']",1506,909,0.0904018790139861,6.0,-76.1924230534329,40.3656820986201,42,11,10500,1018,420110105001018,420110105001018,420110105001,42011010500,420110105001018,42011010500,Census Tract 105 Berks County Pennsylvania,42011,6620,PA,11,0.0320678391793966,2.67352385026322e-05,0.37721691678035496,0.648703956343793,0.646127027436714,0.0475216007276035,0.505153857814158,0.8418220403213579,0.3652417765651049,0.8919963619827191,0.473700166742459,1.0,1.0,1.0,1.0,0.96233136274064,0.0,1,0,0,0,0,0,0,0,420110105001018,0.684674852205548,0.689793304315815,POINT (-76.1924230534329 40.3656820986201),0,1,1,0,0,1,0,0,0,0,135945282,0.5,0.5
1033,6.785748320587399e-05,1116,"['fire_station', 'library', 'post_office']",1491,861,0.0996664010351944,3.0,-76.1830056553378,40.365459799170104,42,11,10500,1015,420110105001015,420110105001015,420110105001,42011010500,420110105001015,42011010500,Census Tract 105 Berks County Pennsylvania,42011,6620,PA,15,0.0937378282547258,3.64571434126803e-05,0.37721691678035496,0.648703956343793,0.646127027436714,0.0475216007276035,0.505153857814158,0.8418220403213579,0.3652417765651049,0.0,0.41897832348036995,1.0,1.0,1.0,1.0,0.96233136274064,0.0,1,0,0,0,0,0,0,0,420110105001015,0.610934894649083,0.602673401329609,POINT (-76.18300565533779 40.3654597991701),1,1,1,0,0,0,0,0,0,0,136286800,0.5,0.5
